C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
60489,Customer#000060489,yOaCr5rx6beeaOtoTq1B2J7VZH9,13,23-209-300-6689,5251.77,AUTOMOBILE,egrate furiously furiously ironic packages. furiously
60490,Customer#000060490,fYdzGU09BIGf69Wgr,23,33-641-249-7605,551.62,HOUSEHOLD," ironic requests. blithely final deposits wake. bold, silent foxes boo"
60491,Customer#000060491,"Trivb6wiy5JfDDKakQwm,TZg83",19,29-659-235-5345,7054.85,BUILDING," to the final, express packages. blithely expr"
60492,Customer#000060492,EmSaV2tqeW8GW463bTiUNKqtcs6Rq1,8,18-389-768-4348,-101.79,AUTOMOBILE,"ic, even requests. slow accounts boost carefully against the slyly special Tiresias"
60493,Customer#000060493,"z6KrAQqvJmD,XXazPBQcoFKAh",17,27-450-682-2575,3143.56,HOUSEHOLD,cial asymptotes wake carefully across the quickly ironic forges! blithely express escapades thrash slyly blithe
60494,Customer#000060494,iKO4TJf5KRKywa6HF,1,11-602-887-9361,9759.87,BUILDING,t asymptotes. slyly regular accounts after the 
60495,Customer#000060495,Ze1Z3D00RjOIyX9TU 0,18,28-160-317-4146,135.53,BUILDING,packages. finally fluffy accounts shall boost quickly. even deposits cajole blit
60496,Customer#000060496,9OV7ZmU9yh,3,13-982-297-6839,9712.47,AUTOMOBILE,furiously regular packages-- special reque
60497,Customer#000060497,"1Zz3KSlNqgBU6qFSYY9JVh,KWDdSiS",13,23-444-713-5999,6645.25,HOUSEHOLD,lithely about the ideas. carefully final accoun
60498,Customer#000060498,UXVk07qa5RDccL5Ax3jN9s ,5,15-644-982-8925,1700.90,AUTOMOBILE,sits. idly express instructions was. fu
60499,Customer#000060499,2g9W0xTcVG,1,11-939-283-3197,7023.40,FURNITURE,lyly unusual platelets sleep quickly along the quietly regular depen
60500,Customer#000060500,I0FF0c qZ14c,1,11-960-219-2024,-668.86,BUILDING," quickly pending sauternes detect slyly about the furiously even accounts. unusual, blithe packages at the fu"
60501,Customer#000060501,dtZhi8zADJgBFs fWxRz6z775R3,13,23-606-915-5938,9453.98,HOUSEHOLD,press tithes sleep furiously regular packages. slyly final theodolites according to the fluffily ironic theodolite
60502,Customer#000060502,KXhk9aCwQHv887oLKDDS6,1,11-682-973-9335,7108.04,AUTOMOBILE,ar ideas are quickly furiously express deposits. regul
60503,Customer#000060503,KYHXCjg74Rdp,2,12-813-629-3061,2816.00,MACHINERY,he slyly regular deposits sleep quickly against the furio
60504,Customer#000060504,0N1FD7JLUPwp,7,17-644-114-2072,4489.98,AUTOMOBILE,ully ironic excuses use even pinto beans. slowly regular depos
60505,Customer#000060505,"JXTSZrefc7VviNudPSnDthI2lzZ0,",16,26-145-431-5916,1174.52,FURNITURE, requests. slyly regular packages wake slyly alo
60506,Customer#000060506,re6eLNLN46EzBJkV7mfqT2QVOmC50uFXt2,24,34-613-476-9901,4086.50,BUILDING,"ole fluffily. furiously pending deposits boost carefully final accounts? bold, ironic requests sleep silently"
60507,Customer#000060507,"lsIZwafEfP,NamTpGgI5EVL",10,20-597-445-2570,6767.19,HOUSEHOLD,etect carefully even platelets. final deposits sleep. quickly final requests nod alongside of the u
60508,Customer#000060508,"2WW,gwB7h6LzbzU",6,16-595-704-1214,5231.33,MACHINERY,posits affix slyly along the even packages. sometimes regular depo
60509,Customer#000060509,TISHp ZJrmn7HddQ0,7,17-179-192-3875,9030.31,HOUSEHOLD,"ckly even deposits. regular, express platelets use slyly. slyly slow accounts between the f"
60510,Customer#000060510,"QK2ymfNs,5Q",14,24-209-286-7734,3569.75,FURNITURE,ingly express packages. asymptotes boost above the carefully express ideas. bold deposits wake quickly even p
60511,Customer#000060511,"s3j6hzaDQc41B6nzIvE4h5J6Ij9BK,L",7,17-954-567-7209,834.14,HOUSEHOLD,iously. requests are fluffily. furiously bold accounts boost carefully express dolph
60512,Customer#000060512,8tB3nA8CCNOdWl0v9yMY2 BZqZUX0J,4,14-911-437-8450,3339.82,BUILDING,unusual deposits are dependencies. carefully pending packages try 
60513,Customer#000060513,lKoNvqJMZDDZgPYBNGmDFDN5tGyfP,15,25-153-807-4469,8297.75,AUTOMOBILE,ructions cajole slyly furious packages. regular a
60514,Customer#000060514,bbQfqgD7lOMCq6KUeZTY7jRuXL8i59B4Rta2BHyz,1,11-345-621-4578,267.07,HOUSEHOLD,thely even packages about the fluffily regular packages use abo
60515,Customer#000060515,88sPIA7p6BrgkJ,19,29-274-948-4323,9546.67,AUTOMOBILE, haggle blithely according to the blithely ironic deposits. sly
60516,Customer#000060516,RfVLhLbjg3DILtInYszykzN9cxGjVufz76yvSN,8,18-531-176-4546,3006.37,AUTOMOBILE,to beans lose even pinto beans-- 
60517,Customer#000060517,1pxWcyEHYya doTaGfiuX9di91TDXbxwaix6Wv5,3,13-227-115-4750,3022.31,MACHINERY," use slyly after the final, unusual requests. requ"
60518,Customer#000060518,"TExW,HIU2Erba2USdWZA9MOLKbhIFVMk",22,32-279-713-3924,7006.98,FURNITURE,"deposits. slyly bold requests play blithely along the even, fluffy ideas. bold instructions was ac"
60519,Customer#000060519,"fmOzRuBh1PIScQVQ,S6E25orcrBfgEvaL",5,15-888-608-5036,9426.78,BUILDING,uctions snooze slyly silent deposits. caref
60520,Customer#000060520,Gova1j36TEU19Y,22,32-400-769-3205,921.00,BUILDING,sits. fluffily thin theodolites ar
60521,Customer#000060521,s8NjPNl3iSiDaGAZonPF2jrFtuDvBLIZW,17,27-146-749-4181,209.38,FURNITURE,. final pinto beans across the carefully even accounts boost furiously afte
60522,Customer#000060522,7VB8dWr xfdXsCTv,24,34-373-997-3661,7910.18,FURNITURE,carefully final accounts are quickl
60523,Customer#000060523,"JkjUz5,y1t0Kva1N GjG",9,19-379-396-1934,9367.99,MACHINERY,nt accounts are furiously blithely ironic pinto beans. carefully regular ideas wake furiously. special asympt
60524,Customer#000060524,"B,lREqzH9Z4Y",4,14-300-742-7579,2879.99,HOUSEHOLD," lose blithely slyly special accounts. quiet, ironic pinto beans detect alongside of t"
60525,Customer#000060525,Y9WiIPbNH4,17,27-460-583-2077,2045.33,MACHINERY,ter the slyly special theodolites. flu
60526,Customer#000060526,LMKxuAKL9L3Ytvje07OHRM7PxGqK,10,20-472-333-7763,9780.97,AUTOMOBILE, ruthless instructions sleep fluffily carefu
60527,Customer#000060527,jGWfIPw 0OKpyPqoU,18,28-954-249-9157,2838.80,AUTOMOBILE, packages sublate slyly around the blithely ironic foxes. quickly regular requests wake quickly along the pint
60528,Customer#000060528,JLj3b7grVhrXva,7,17-653-624-8435,2733.15,FURNITURE,sleep quickly according to the blithely final accounts. slyly final dolphins nag slyly. blithely regular accounts 
60529,Customer#000060529,GpZJmgj45aQsnHT,3,13-162-369-4578,9102.64,HOUSEHOLD,pending ideas sleep blithely special accounts; furiously even reques
60530,Customer#000060530,FezyksushYb2W,23,33-671-657-4724,9091.17,AUTOMOBILE,ets. blithely final ideas haggl
60531,Customer#000060531,7i0w87SfFcEyd,18,28-636-215-5606,3405.35,HOUSEHOLD,otes. express dolphins haggle c
60532,Customer#000060532,99vjfiOln6K5curqGNTk6tx4efHtI5gs7gBXTai,15,25-262-607-2106,9669.77,FURNITURE,nusual accounts detect regular theodo
60533,Customer#000060533,2dMC5adhFe kicZfR,10,20-882-573-2624,3944.52,BUILDING,s wake blithely regularly ironic gifts. slyly i
60534,Customer#000060534,"5wTGdQpJ2,2DZC 4I1KZzKuDK",3,13-145-697-1380,7463.20,HOUSEHOLD,ts cajole according to the furiously fina
60535,Customer#000060535,rMIuSGkb6zV,6,16-543-540-3441,9989.49,FURNITURE, the furiously ironic deposits wake slyly fluffy requests! ironic idea
60536,Customer#000060536,mlyJuRXfVed MNyIin,12,22-164-440-3884,9524.32,BUILDING,t the blithely regular packages
60537,Customer#000060537,"g8d8afOKKLz5QMa9Y1HzqcuQ,dX9cOEvw6Y32",15,25-898-395-1464,1356.60,AUTOMOBILE,"y regular asymptotes doze fluffily. regular, ironic ideas haggle. furiously sly packages boost furiously. i"
60538,Customer#000060538,ZRUKdpEe3vmtkW888yU,22,32-510-535-9533,6396.99,FURNITURE,into beans. furiously regular sheaves doubt fluffily. accounts cajole busily ironic dolphins. deposits are car
60539,Customer#000060539,cxtR8TxN1mJvqXKO4YhyPHOYokTUjf0AK4Pf7rF9,13,23-950-899-3453,9220.87,FURNITURE,ang carefully slyly pending instructions-- carefully even 
60540,Customer#000060540,9WoWmf he6kAZBe ZPXtNmmXgX3SioPH,7,17-334-626-9576,5282.07,HOUSEHOLD,ously accounts; furiously ironic packages haggle regula
60541,Customer#000060541,"tAYhgN0Q3tv,smozkynLhj1RPb",11,21-508-187-1376,3837.61,AUTOMOBILE,oost fluffily special patterns. carefully even packages haggle slyly. slyly express platelets affix carefull
60542,Customer#000060542,FcE  2JSZi KlqXicW3ECojI5b,15,25-985-719-2921,3723.40,HOUSEHOLD,"ecial asymptotes sleep between the regular, regular dependencies. carefully regul"
60543,Customer#000060543,w509aI wQ1UA4,4,14-180-667-5217,9255.85,BUILDING,quickly according to the regular deposits. q
60544,Customer#000060544,z7kK1jQ5cL,21,31-788-146-6468,-836.52,MACHINERY,s. carefully final theodolites wake slyly. eve
60545,Customer#000060545,"q9jlF6r8n,301AjITMEtFCuG60",15,25-828-435-2504,7485.20,BUILDING,onic instructions. blithe instructions use slyl
60546,Customer#000060546,",YNM5ELK,nWcdnA0wUbMC12EG0,Oi bw h85OT",10,20-685-122-6327,5878.98,HOUSEHOLD,inal accounts across the slyly special instructions na
60547,Customer#000060547,"FT5o1PptMtuw wC3P9jqcK,QrRFYP006VJkfh",14,24-161-534-3055,4022.20,MACHINERY,ts integrate slyly against the ironic courts: sheaves wake abo
60548,Customer#000060548,Px8nQ 5A0eoambVHoZDUuV2n,13,23-334-927-4650,4069.52,MACHINERY, pending instructions above th
60549,Customer#000060549,"B0mG,dSOwf9gyjMmdX71rbikc8NMMyDjv8ZgBol",18,28-720-116-2850,7458.10,MACHINERY,are after the furiously unusual ideas. courts use furiously among the
60550,Customer#000060550,LKRprbrPSyYEaDLmK,8,18-340-428-4067,1289.86,AUTOMOBILE,final excuses across the slyly ironic packages wake carefully quickly regular d
60551,Customer#000060551,Ek Q hzClKTvr5m,22,32-747-723-6743,6617.31,AUTOMOBILE,s haggle according to the furiously even foxes. sometimes express ideas c
60552,Customer#000060552,OKvfk0tYpM4dapoc4G6SMlmnUYAGGyJ,17,27-992-270-8902,5183.95,BUILDING, quickly stealthily ironic accounts. blithely pending deposits are carefully e
60553,Customer#000060553,3z7XIv02y6,21,31-707-970-1582,4707.66,HOUSEHOLD,t the pinto beans. fluffily unusual packages across the slyly bold 
60554,Customer#000060554,A5xtn5xXr84RgMyblyZ,20,30-700-947-1534,7702.98,FURNITURE,", express instructions. requests boost ironic foxes. fluffil"
60555,Customer#000060555,FZXXVgYEMscEg1PsNIUR61mCJ0GT6ub4,15,25-389-185-8676,3011.48,MACHINERY,onic hockey players according to the carefully unusual excuses are according to the fluffily 
60556,Customer#000060556,4wXSCE55MkjUaK,13,23-416-229-2064,879.93,FURNITURE,l accounts. blithely final foxes sleep quickly. regular requests wake furiously against the carefully ironi
60557,Customer#000060557,V6geYFz5DEpU,20,30-668-161-6308,3004.26,MACHINERY,pecial theodolites run. slyly even instructions cajole
60558,Customer#000060558,a0VUq0RYJsmJHNMhRYZTGoOz,18,28-800-810-2051,492.86,BUILDING,ggle blithely final packages. excuses affix carefully final ideas. carefully regular deposits affix slyly final
60559,Customer#000060559,"HTYiYhAMU,bjMbtZyu,YG3MJ",17,27-893-803-3083,9463.23,BUILDING,"fluffily. special, final instructions sleep after the"
60560,Customer#000060560,"i,L yCjUX ",17,27-911-215-9422,8633.95,AUTOMOBILE,ess requests across the blithely final packages sleep furiously ac
60561,Customer#000060561,FzpK8fUwwnMWiurWQbZL8VXnqHY2X7OVjJE,9,19-416-719-9795,7871.95,HOUSEHOLD,ccording to the furiously express asymptotes
60562,Customer#000060562,46BhQsJ1GvLT8isGTGrvpxJxvDE10iIAmM4,18,28-274-351-6974,4921.25,HOUSEHOLD, accounts. blithely unusual dolphins unwind quickly. deposi
60563,Customer#000060563,TFqlZJkMeF5cQVcY8,0,10-674-863-5077,483.46,FURNITURE,ructions across the requests cajole toward the carefully bold theodol
60564,Customer#000060564,xGtiB4KbLVoQMp3kQ,9,19-697-937-2287,5406.27,HOUSEHOLD,"ions. special, final orbits around the quickly regular "
60565,Customer#000060565,8os9M7W0WBxPvKjkGmduTb7Z4J,10,20-193-905-9230,1257.32,HOUSEHOLD,"s boost to the ironic, final packages. slyly pending deposits poach quickly. carefully expr"
60566,Customer#000060566,ZRth03hcTFdXdtaM8USZ UHY7GB,14,24-598-348-7792,9679.48,MACHINERY,"riously final packages along the regular, sly"
60567,Customer#000060567,"hzH3aImvDgXu,1Uhgl6VhkySkA",13,23-521-648-8298,2159.65,HOUSEHOLD,uriously ironic multipliers use quickly requests. carefully ironic deposits are blithely. platelets a
60568,Customer#000060568,63Ru8MF 3sPsniJnSecp6BDjrpBF,19,29-272-976-9580,6239.10,AUTOMOBILE,"ong the even, bold pinto beans. carefully pending ideas mold slyly even accounts: blithely regular"
60569,Customer#000060569,"hyxipYeH fxe7sH,jPIa5oF46dink",23,33-345-669-1674,6515.29,AUTOMOBILE,quests boost quickly. carefully bold packages haggle. slyly ironic foxes are about the final foxes. quick
60570,Customer#000060570,kC fBn0fo3mozchppcvSuvt,6,16-810-971-5999,6580.27,AUTOMOBILE, even pinto beans boost slyly after the slyly express foxes. blithely final requests boost among
60571,Customer#000060571,kz2BHoM6DU 8gajE6QiE,19,29-471-143-2682,9700.72,BUILDING,y even deposits are blithely across the blithely final requests. ir
60572,Customer#000060572,uyKn77035H62fnxPRIHsZ5i,18,28-435-424-1219,7032.66,MACHINERY,"blithely regular dinos could have to hang; silent, final requests cajole fluffily beneath the furiousl"
60573,Customer#000060573,8K 09LEfKQd,14,24-206-462-7661,875.39,BUILDING, ideas. ruthlessly special accounts sleep furiously express deposits. caref
60574,Customer#000060574,KqLxldiUMjdUpVjvFWAefaenbRUt7,16,26-679-140-8716,3702.98,MACHINERY,s was blithely across the furiously final platelets. blithe asymptot
60575,Customer#000060575,h1Am66xIjjZicmtHg8SJFKlqfWqk4eeiBeg,13,23-125-666-8946,6922.57,HOUSEHOLD,"ven instructions. special, final theodolites haggle sl"
60576,Customer#000060576,lM07afjorS RyaSxi,15,25-608-164-4941,9742.19,AUTOMOBILE,s doze furiously. slyly express depe
60577,Customer#000060577,yG GEDXwIM4f,13,23-888-178-4779,83.40,HOUSEHOLD,lar deposits haggle sometimes special gif
60578,Customer#000060578,U93gJ1LnHTD72hcgKu3dXB6YczFni2r,6,16-420-764-6084,2686.01,MACHINERY,e carefully ironic packages cajol
60579,Customer#000060579,"5U3pWj30dNZiv8Ps,Iix4jIGVy",24,34-254-564-7179,8760.18,FURNITURE,". blithely unusual requests wake final, even foxes. slyly regular foxes at the special forges are alongside of the p"
60580,Customer#000060580,"vvKzd7rMcA,g37Yb7vF6Mwgg,mycw69",2,12-851-402-1194,6476.56,BUILDING,"ar requests use furiously. excuses use furiously. special, unusual sauternes haggle furio"
60581,Customer#000060581,"g87SLp,4MoLIxl0ElO8l3",4,14-550-496-5569,4492.16,HOUSEHOLD, bold excuses haggle slyly alongside of the carefully even requests. furiously even accounts sleep slyl
60582,Customer#000060582,rL84N yxnsRiVD,12,22-908-765-1295,4696.93,FURNITURE,usual waters mold blithely slyly quick requests. carefully ironic deposits about the
60583,Customer#000060583,mOqKZQjxCmqJs,12,22-145-696-7412,3355.58,MACHINERY,"special, ironic asymptotes nag"
60584,Customer#000060584,17EEL8TLF7k9x9K,2,12-901-120-9056,9229.67,MACHINERY,he furiously silent packages. slyly regular pinto beans according to the c
60585,Customer#000060585,",j58RRI0G4U239WuUEZ4dX",12,22-488-226-3600,-942.78,MACHINERY,s nod. carefully slow instructions haggle fluffily. carefully express c
60586,Customer#000060586,"OWRW,Fafn0KlOfm,jfO",17,27-155-517-8343,3628.92,AUTOMOBILE,"elieve furiously according to the even, bold requests-- carefully special co"
60587,Customer#000060587,9TcbTsOFy596DmjB6xWqPl7N3RbIAtkb0Yo5x,19,29-893-362-3118,5224.28,BUILDING,r the never even ideas. slyly bold asymptotes wake. evenly regular requests boost ruthlessly. special instructio
60588,Customer#000060588,"Q,XM0BQr9ZnanIvNrwt1SzrLG,mAlWQLR",24,34-275-866-8344,534.50,HOUSEHOLD,. slyly express accounts wake never. slyly ironic ideas haggle blithely. sly requests wake. pending req
60589,Customer#000060589,lKD5HE7ydXeo,18,28-244-115-8150,5244.58,MACHINERY,nts near the pinto beans wake against the unusual tithes. quickly regular accounts cajole against the b
60590,Customer#000060590,"4RmLYycd,An,",22,32-391-460-3374,715.78,HOUSEHOLD,"unts. bold patterns detect carefully carefully special asymptotes. regular, express packages wake carefu"
60591,Customer#000060591,"x,K1cv8fyvj2XOnQQWq8i,NoptY4",16,26-893-256-6966,5114.87,AUTOMOBILE,ular frays after the quickly special requests lose along the slyly pending pinto beans. carefully bold pinto bea
60592,Customer#000060592,DO3549fBFcbrgv6JKdiV1aHn52hRcgSZJZtrkVz,0,10-494-901-9525,9588.96,MACHINERY,he slyly bold deposits wake carefully even ideas. bold warthogs wake. ironic ideas thrash blithely. quick
60593,Customer#000060593,e9bxPGwvQOgzXA y6c0,20,30-826-833-1587,9657.01,AUTOMOBILE,"ular, special accounts are slyly. deposits can det"
60594,Customer#000060594,"2MGesRVn7kAtqqsfjarsa,,",17,27-858-359-7416,9442.00,BUILDING,usly silent deposits. careful
60595,Customer#000060595,fgeiNIO6tfQaNB 7HT05YA3CG39xwtMDbv6TA,13,23-216-768-9130,3699.39,FURNITURE,xpress requests solve blithely ideas-- furiously un
60596,Customer#000060596,mfcpqhdgtdn08bYeimzP33,23,33-877-468-3999,1690.96,AUTOMOBILE,"foxes. ironic, regular dependencies maintain! final de"
60597,Customer#000060597,",KsVm7QWjf5qP4XIbFulUWznBRY1",22,32-865-181-7510,4897.71,MACHINERY,lar asymptotes wake furiously furiously regular attainments. furiously regul
60598,Customer#000060598,VE3Ns6RLtt,14,24-678-401-9484,857.87,FURNITURE,nic accounts about the slyly regular packages haggle carefully alongside of the blithely ironic excuses. ironic 
60599,Customer#000060599,"m9l1MHh8ok1tpAc88h,L5e",20,30-683-546-8850,6150.48,BUILDING,"olites use quickly about the regular, express foxes. accounts are sometimes bold, express theodolites. s"
60600,Customer#000060600,ChSYfWNIZZ ulH7rcbXb,18,28-677-578-1423,2092.57,AUTOMOBILE, are blithely fluffily ironic deposits. blithely ironic accounts nag along the carefully expre
60601,Customer#000060601,jycOCXU1xQL,14,24-485-571-9066,862.97,FURNITURE,"ickly carefully careful packages. regular, permanent"
60602,Customer#000060602,hw1xT110iDFU72,14,24-837-986-6114,3831.44,FURNITURE,ages wake against the slyly regular instructions. slyly regu
60603,Customer#000060603,xeK2kXxb0rn4V,4,14-275-114-6992,-981.11,MACHINERY,uickly final theodolites except the silen
60604,Customer#000060604,zENzWWpV9PnUF8nTKUTA Aa52Vhcvq,2,12-511-492-5293,8405.70,HOUSEHOLD,lyly express packages lose quickly ideas. ironic instructions cajole slyly silent ideas. bl
60605,Customer#000060605,ESRJJh9bbj6LFrrEHVSZoYuneO363UQSe,16,26-322-165-3795,-277.09,AUTOMOBILE,ckly special excuses. slyly regular requests haggle. quickly busy accounts wake
60606,Customer#000060606,Aaxc7I2tpD07LpPeUYDm,16,26-362-114-3459,4821.38,MACHINERY,"ven, special accounts. regular instructions are quickly around the silent, bol"
60607,Customer#000060607,"FP 5yf4,8BO6JE1SSRaOdN6gDV,BA",21,31-751-221-6203,5020.73,HOUSEHOLD,ackages-- carefully ironic theodolites wa
60608,Customer#000060608,yXgzaMj4SNCawcrYTZiLZVt19HW owY,22,32-177-801-1264,385.09,FURNITURE,accounts sleep furiously even notornis. fluffil
60609,Customer#000060609,ZpYbykDGFNR0CCByIbRGoixYx0vvLy1Y4sHc,1,11-133-760-4708,2090.46,BUILDING,"ress braids. even, even ideas across the ironic packages are around the carefully regular pinto beans."
60610,Customer#000060610,4QyMDOYrMFfIZBsfNlt0NZT3pBHIDcv2mTni5,13,23-740-881-5481,9303.20,AUTOMOBILE,"nt packages. blithely even accounts after the bold, bold packages "
60611,Customer#000060611,"tGAXdHyNaykgLu,QK9iAcdHY13bU",12,22-262-809-9963,2973.38,AUTOMOBILE,olites. regular theodolites wake. slyly even requests are except t
60612,Customer#000060612,"v,nqlyevi1MZs6u1Iz LFZ,rg1BtZDoxEdG,",18,28-962-351-4423,9522.25,BUILDING,he final theodolites? furiously sly packages haggle slyly am
60613,Customer#000060613,m3mQBNi7N2TajpRr cUIk9Lj7UJr8kst,4,14-406-841-2307,-536.64,MACHINERY,"ly pending sentiments after the dependencies affix blithely regular, ironic sauternes: furiously regular pack"
60614,Customer#000060614,tWiFkMzUgKe,21,31-850-306-2683,9560.03,HOUSEHOLD,encies. furiously silent asymptotes against the furiou
60615,Customer#000060615,2J2ekqQ4HO,11,21-661-801-4040,7584.69,AUTOMOBILE,ckages hang requests. carefully silent instruct
60616,Customer#000060616,"V2dmQcPOWpeIc Ex9R4xnRUC,ghN889ee9WyjzQN",6,16-198-113-2709,5902.25,FURNITURE,ly. furiously regular foxes affix after the regular foxes. carefully express accoun
60617,Customer#000060617,SS9qJ8AEmms2j1mXLzJJ9U7N4IIFR6Tb4bZpr,4,14-339-306-1629,-801.77,FURNITURE,l theodolites. enticingly final deposits affix quickly. carefully ironic dolphins alongside o
60618,Customer#000060618,3tvqeOl1Venv1RBqth1Ql01,12,22-244-230-6747,8488.93,HOUSEHOLD,e regular theodolites. furiously silent as
60619,Customer#000060619,Azm zWbmvvYHhWw,24,34-322-361-2505,1550.99,AUTOMOBILE, the even ideas use permanently around the carefully ironic accounts. 
60620,Customer#000060620,llpU1pZIG7IzpRE,11,21-150-602-4516,6453.63,HOUSEHOLD,"ing to the regular, special requests. furiously ironic excuses grow. thin ideas integrate: quickly re"
60621,Customer#000060621,"0e,,8SIMNrfX0u",3,13-146-171-3179,4124.20,FURNITURE,kly bold packages wake above the quickly regular theodolites. care
60622,Customer#000060622,iLMmFhnWz3oQoV,16,26-888-313-2834,2443.17,MACHINERY,the furiously unusual requests. special requests haggle. slyly final instructions boost pending instructio
60623,Customer#000060623,Fr2V6uYFkOZOMtUoh64WwGXaM5235Nw,6,16-374-419-6179,8306.37,FURNITURE,grow quietly above the furiously special accounts. furiously pending requests wake daringly. fluffily ironi
60624,Customer#000060624,9safjmwwZNHmdaY0S0U3oyC,4,14-782-461-7196,2208.55,HOUSEHOLD, above the slyly pending requests cajole up the carefully final deposits
60625,Customer#000060625,hJScQesmY6dD8gpsu,18,28-856-329-3847,3108.72,HOUSEHOLD,usly special requests. quickly unusu
60626,Customer#000060626,UywtpokCdkwdkg3AexGMT,5,15-834-190-7104,7266.26,MACHINERY,he blithely regular requests. furiously even deposits against the theodolites cajole blithely according to th
60627,Customer#000060627,",QrsYaJYjRWHxQPLvpAkctvaEb8Ca2zZeEL",20,30-394-176-7635,140.94,AUTOMOBILE,deas print along the deposits. blithely final packages 
60628,Customer#000060628,bBSnZ4c79JP9LZqsCtnlCiuy4u2A0UY5,21,31-591-681-1089,1718.29,AUTOMOBILE,"f the final, bold ideas wake "
60629,Customer#000060629,gHsFZInBkY,15,25-415-167-3178,2199.56,MACHINERY,"osits. regular platelets affix quickly. ironic, even pi"
60630,Customer#000060630,nvwx6On7r9,3,13-680-289-4996,5947.91,MACHINERY,gular platelets above the slyly iro
60631,Customer#000060631,"y c5EqFaDjxO28p4czofp7M0TSAbyhUG,h",22,32-648-802-4573,7622.42,BUILDING,ggle. unusual requests integrate carefully express dependencies. closely unusual ideas after the regular
60632,Customer#000060632,CpbBIJCKW4z zmAGHhn6FmBDa726LGKij0,2,12-442-189-5480,2044.49,FURNITURE, ideas. quickly final gifts ought to haggle-- pending requests are deposits. quickly regular s
60633,Customer#000060633,",7WfZPIIK7,Wle3qtSyGAE8ihIjttMB",0,10-308-611-4054,6768.52,FURNITURE,"fix across the slyly express pinto beans. express, regular packages sleep slyly among the orbits. regular, "
60634,Customer#000060634,rVtdqXVnF6DENKxk9,9,19-741-268-2270,5609.84,MACHINERY,ests sleep furiously final requests. blithely final courts alongside of the caref
60635,Customer#000060635,NQhr5jA0FZ,13,23-177-207-1876,1630.22,FURNITURE, blithely ironic foxes sleep along the ironic requests. furiously express theo
60636,Customer#000060636, DFob0q0 VzCEB5yweWD5eZup2Px,20,30-505-851-9217,7026.69,FURNITURE,quickly regular packages sleep. ironic pinto beans aff
60637,Customer#000060637,uunvcCJ0e1Z2ex6,6,16-472-857-1068,-362.19,BUILDING,ep. quickly regular packages nag. fluffily pending requests sleep above the blithe
60638,Customer#000060638,"A,bN91rxGq3nXlrD97uvE KCs",9,19-910-828-7925,4593.76,MACHINERY,ular dependencies wake slyly. packages wake. fluffily silent dependencies cajole fluffily quickly
60639,Customer#000060639,jMDQJ5eCA71cuuBYyy9cwj5ftTI0VzwjeinGxv,12,22-416-526-1544,7283.23,HOUSEHOLD,"ers cajole furiously regular dugouts. slyly special deposits across the final, express packages are careful"
60640,Customer#000060640,oEe 3muf2vvsBI51mZaaTJ3V7319,4,14-636-594-4174,-627.53,HOUSEHOLD,apades could have to detect furiously above the fluffily unusual deposits. blithely even theodolites hang furi
60641,Customer#000060641,B67YRjfikF,11,21-837-210-3162,-11.25,AUTOMOBILE,cial instructions against the slyly ironic theodolites cajole above the theodolites. r
60642,Customer#000060642,ASFNQkYBnd1 GSNo Xg,14,24-166-824-6658,6808.21,MACHINERY,ely about the final packages. furiously regular packages serve fluffily. quickly bold dep
60643,Customer#000060643,"ATGWlXyj1IDjWOMhgurW,m1",4,14-847-138-3625,1652.26,BUILDING,its sleep regular accounts. furiously pending forges u
60644,Customer#000060644,3aCtQV0YlOpAT9au,5,15-737-852-2327,3492.81,MACHINERY,ove the quickly bold dependencies wake on the quickly regular warthogs. furio
60645,Customer#000060645,hRfKZu MFEuk,17,27-652-163-3794,5576.83,BUILDING,"about the even, final pearls. evenly regular waters sleep furious dino"
60646,Customer#000060646,1 vkodMEHIoCScESw4xN HeDa,0,10-742-498-5510,7795.60,MACHINERY,s print blithely. final pinto beans hang packag
60647,Customer#000060647,8Fwa1Zpk6K,8,18-839-418-4475,8768.76,FURNITURE,eans along the carefully special platelets haggle express foxes. blithely ironic instructions after the blithely ex
60648,Customer#000060648,8t9maOMYcZp4wOZOZwF6aa7W6IfTkda7wZAJ,2,12-556-214-2525,7665.96,AUTOMOBILE,lyly regular foxes sleep carefully. blithely final instructions wake furiously specia
60649,Customer#000060649,"snRRt1P3,JIfg2NNlbTI,k2FW",9,19-728-395-7412,7798.91,FURNITURE,"dolites. ironic, special accounts wake furiously across the pending ideas. blithely fin"
60650,Customer#000060650,HrpLokKPBdw2Mze5X5ziw wH,9,19-653-118-1051,9307.79,MACHINERY,sual deposits boost carefully slowly ruthless asym
60651,Customer#000060651,NoQJP3oX5S EeNUUs2AQ4 JBhYOXdhdTIsBdB,15,25-778-769-1327,3031.13,AUTOMOBILE,"iously even warthogs. quickly final excuses use alongside of the express, regular pinto beans. f"
60652,Customer#000060652,"rGUbsGNRnUCHPQCd4JxCJ,g88qmbCNpFDl",18,28-122-918-9084,1140.52,AUTOMOBILE,lithely furiously even deposits. fluffily bold requests wake regular accounts. fluffily ironic packages use
60653,Customer#000060653,xnMYEVIlKs1,3,13-651-433-9674,4728.02,FURNITURE,"symptotes. slyly special packages boost blithely according to the bold, even deposits. ideas along the final reques"
